Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
1,17,5,Laptop & Accessory,2,Divorced,3,1,5,182.69,0
8,31,3,Fashion,3,Married,2,1,1,203.88,0
20,7,4,Others,1,Married,11,0,3,321.27,0
6,19,4,Grocery,5,Single,2,1,15,262.58,1
1,33,4,Laptop & Accessory,1,Single,3,0,5,186.8,0
1,9,4,Mobile Phone,3,Single,3,0,3,152.83,0
7,6,4,Mobile,4,Divorced,6,0,2,132.94,0
1,10,4,Mobile Phone,5,Single,7,1,5,151.57,1
3,18,3,Laptop & Accessory,3,Single,1,0,4,165.77,0
9,34,5,Mobile Phone,5,Single,3,0,2,150.59,0
3,30,1,Grocery,4,Single,5,1,0,231.94,1
16,13,4,Fashion,5,Married,11,0,8,258.48,0
1,11,4,Mobile Phone,4,Single,3,0,3,157.95,0
3,7,3,Mobile Phone,4,Married,2,0,7,137.48,0
10,22,6,Laptop & Accessory,1,Married,3,0,12,179.06,0
14,9,4,Others,3,Married,2,0,10,319.36,0
22,14,4,Grocery,4,Divorced,7,0,,231.2,0
13,18,3,Laptop & Accessory,5,Married,3,0,7,144.48,0
8,15,4,Laptop & Accessory,5,Married,5,0,1,176.21,0
11,16,5,Laptop & Accessory,4,Married,3,0,4,166.89,0
,14,3,Mobile,3,Single,2,0,0,119.04,1
16,12,4,Fashion,4,Single,11,1,,209.46,1
8,8,4,Mobile Phone,1,Single,1,1,4,149.3,0
8,6,4,Laptop & Accessory,2,Divorced,1,0,0,153.63,0
30,35,4,Grocery,1,Married,4,0,0,241.18,0
1,10,4,Mobile Phone,1,Married,3,0,1,145.61,0
15,16,4,Others,3,Married,4,0,12,319.19,0
8,22,4,Grocery,5,Married,9,0,10,295.07,0
3,14,1,Fashion,5,Divorced,1,1,,214.16,0
24,8,5,Laptop & Accessory,4,Married,6,0,2,154.82,0
8,12,3,Mobile,3,Married,1,1,2,135.06,0
,9,3,Mobile,1,Married,2,0,0,120.61,0
,9,4,Mobile,2,Divorced,4,0,0,121.77,0
7,28,4,Laptop & Accessory,1,Married,2,1,11,157.47,0
13,8,3,Laptop & Accessory,4,Divorced,6,0,0,143.27,0
14,8,4,Laptop & Accessory,3,Single,3,1,7,168.11,0
19,13,5,Fashion,2,Single,8,0,,213.65,0
1,16,4,Mobile Phone,4,Single,3,0,4,147.79,0
4,9,5,Laptop & Accessory,2,Single,7,1,1,193.77,0
10,19,5,Fashion,2,Single,2,0,,213.58,0
1,7,4,Fashion,5,Married,3,0,8,199.12,0
9,23,4,Fashion,4,Divorced,2,0,10,205.2,0
12,7,4,Fashion,3,Single,6,1,1,203.61,0
20,9,6,Grocery,4,Married,5,1,8,293.72,0
1,23,6,Mobile Phone,5,Married,3,1,1,148.07,1
1,23,4,Fashion,5,Single,4,1,,210.64,1
1,15,4,Laptop & Accessory,1,Married,2,0,2,168.42,0
24,12,3,Others,3,Single,8,0,15,295.37,0
17,6,4,Laptop & Accessory,3,Single,5,0,2,159.85,0
20,17,5,Fashion,2,Divorced,4,1,,215.71,0
2,33,5,Laptop & Accessory,5,Divorced,3,0,5,172.24,0
,12,1,Mobile Phone,5,Divorced,2,1,0,116.01,1
12,14,2,Mobile Phone,3,Married,3,0,4,151.1,0
,6,3,Mobile,3,Single,1,0,5,120.58,1
0,6,4,Laptop & Accessory,1,Married,7,0,2,147.75,0
6,11,5,Laptop & Accessory,3,Divorced,3,0,9,186.62,0
1,7,4,Laptop & Accessory,3,Married,3,0,8,177.96,0
6,8,3,Mobile Phone,3,Divorced,2,0,4,136,0
19,6,4,Fashion,5,Married,3,1,5,206.73,0
5,19,3,Laptop & Accessory,2,Married,3,0,3,144.03,0
4,16,3,Fashion,3,Married,5,0,,210.31,0
1,23,4,Fashion,5,Single,4,1,,210.64,1
5,15,3,Laptop & Accessory,2,Divorced,2,1,5,163.22,0
1,31,6,Mobile Phone,1,Single,3,1,1,136.18,1
0,21,4,Mobile Phone,5,Married,1,0,3,147.74,0
20,9,4,Laptop & Accessory,1,Married,4,0,5,198.79,0
11,6,2,Laptop & Accessory,2,Single,1,0,8,176.25,0
16,9,5,Mobile Phone,4,Married,6,0,1,173.41,0
2,9,3,Mobile Phone,5,Single,2,1,5,147.23,0
18,12,4,Fashion,2,Single,7,0,8,188.65,0
3,17,4,Mobile Phone,4,Married,2,0,2,157.91,0
1,10,4,Mobile Phone,5,Single,3,1,8,158.48,1
0,27,1,Mobile,1,Single,2,0,2,126.78,0
8,32,3,Laptop & Accessory,5,Married,3,0,0,142.86,1
,6,3,Mobile,4,Single,2,1,2,123.02,1
11,17,4,Mobile Phone,5,Married,8,0,4,159.52,0
18,10,4,Others,2,Divorced,6,1,2,320.13,0
19,13,5,Fashion,1,Single,8,0,,213.65,0
25,12,3,Laptop & Accessory,5,Married,4,1,9,155.77,0
0,15,3,Mobile Phone,1,Single,2,0,0,110.81,1
29,7,3,Laptop & Accessory,3,Married,2,0,9,163.06,0
11,10,3,Mobile,3,Married,8,0,0,133.06,0
1,14,5,Fashion,2,Married,11,0,2,240.57,0
12,15,3,Laptop & Accessory,4,Single,21,0,3,167.82,0
4,6,3,Laptop & Accessory,2,Single,9,1,5,159.93,1
25,8,4,Others,3,Single,2,1,12,290.68,0
0,,3,Mobile,1,Single,2,0,2,126.1,0
8,27,3,Laptop & Accessory,1,Married,2,1,7,140.14,0
6,10,4,Fashion,2,Single,5,0,8,236.59,0
22,9,2,Mobile Phone,4,Single,7,0,1,150.59,0
17,,3,Mobile,5,Married,2,1,1,125.59,0
11,,4,Mobile,4,Married,5,0,5,124.68,0
4,23,4,Mobile Phone,1,Married,3,0,9,153.62,0
8,7,5,Mobile Phone,4,Divorced,7,0,3,157.94,0
13,8,3,Laptop & Accessory,1,Single,2,0,8,146.61,0
11,17,4,Mobile Phone,4,Married,3,0,8,164.36,0
4,14,3,Fashion,1,Married,2,0,9,207.93,0
13,9,2,Fashion,3,Single,2,0,8,203.8,0
19,10,4,Others,4,Married,3,0,8,287.89,0
10,20,3,Mobile,5,Married,2,0,17,130.34,0
12,16,3,Fashion,3,Single,8,0,2,234.64,0
5,27,4,Mobile Phone,4,Single,3,1,3,156.4,1
16,31,4,Fashion,1,Married,6,0,0,207.98,0
6,9,4,Laptop & Accessory,4,Married,2,0,7,179.7,0
9,16,4,Laptop & Accessory,3,Married,2,1,7,156.73,0
12,13,4,Others,1,Married,2,0,3,292.72,0
4,36,4,Laptop & Accessory,5,Married,10,0,4,166.15,0
11,14,4,Laptop & Accessory,5,Married,7,1,5,167.84,0
8,15,4,Laptop & Accessory,5,Divorced,7,0,3,190,0
5,14,1,Laptop & Accessory,3,Married,6,0,3,151.75,0
1,17,5,Mobile Phone,3,Single,3,0,1,137,0
14,16,5,Laptop & Accessory,4,Single,2,0,9,161.51,0
19,8,3,Grocery,5,Divorced,9,0,9,270.48,0
11,17,2,Fashion,1,Married,3,1,9,262.44,0
25,33,4,Grocery,3,Married,4,0,18,288.07,0
14,18,4,Laptop & Accessory,3,Married,3,0,5,188.23,0
24,11,3,Grocery,4,Married,2,1,10,240.26,0
13,8,3,Others,3,Divorced,1,0,12,280.41,0
2,16,3,Mobile,4,Married,1,0,1,132.91,0
2,33,5,Laptop & Accessory,5,Married,3,0,5,172.24,0
31,9,5,Grocery,1,Single,5,1,4,262.26,0
8,7,4,Mobile Phone,4,Married,3,1,4,148.42,1
19,33,5,Laptop & Accessory,5,Married,3,0,6,168.85,0
13,22,4,Grocery,5,Single,2,0,11,258.41,0
0,8,1,Mobile,5,Single,8,0,1,134.24,0
1,8,4,Mobile Phone,1,Married,2,1,2,138.67,0
24,7,4,Laptop & Accessory,3,Divorced,2,0,14,188.47,0
23,34,1,Mobile,3,Married,2,1,8,132.21,0
17,11,4,Mobile,3,Single,4,0,3,131.62,0
0,8,4,Laptop & Accessory,4,Single,8,1,2,199.07,1
24,15,4,Mobile Phone,4,Married,9,0,3,163.75,0
12,7,2,Mobile Phone,3,Divorced,3,0,1,153.44,0
8,14,3,Laptop & Accessory,3,Married,2,0,9,141.48,0
10,28,4,Laptop & Accessory,4,Married,6,0,,214.26,1
1,17,4,Laptop & Accessory,1,Single,3,0,3,171.84,0
7,8,4,Laptop & Accessory,3,Divorced,2,0,9,195.47,0
17,11,5,Fashion,1,Single,5,0,,227.31,0
6,6,1,Laptop & Accessory,5,Married,3,0,3,153.76,0
4,16,4,Laptop & Accessory,5,Married,3,0,11,155.72,0
16,31,4,Fashion,2,Married,6,0,0,234,0
5,19,3,Laptop & Accessory,1,Married,3,0,3,144.03,0
25,8,4,Others,3,Single,2,1,12,290.68,0
19,15,4,Laptop & Accessory,2,Divorced,11,0,9,161.97,0
1,8,4,Mobile Phone,2,Divorced,2,1,2,138.67,0
3,14,3,Fashion,3,Married,6,0,7,172.64,0
12,8,3,Fashion,3,Single,1,0,,209.38,0
6,12,4,Laptop & Accessory,4,Divorced,3,0,4,190.24,0
22,23,4,Laptop & Accessory,3,Married,10,0,8,189.39,0
1,9,4,Mobile Phone,1,Single,4,0,3,150.8,0
6,29,3,Fashion,1,Single,2,1,12,234.58,0
29,29,3,Grocery,4,Divorced,5,1,9,234.02,0
12,9,5,Mobile Phone,4,Single,3,0,4,149.4,0
24,17,5,Fashion,2,Single,8,0,,229.96,0
15,16,3,Mobile,3,Married,4,0,3,129.36,0
1,9,4,Mobile Phone,3,Married,8,1,3,164.77,0
7,12,5,Fashion,1,Married,6,0,3,196.19,0
10,31,4,Laptop & Accessory,4,Divorced,9,0,9,181.74,0
0,21,4,Mobile Phone,5,Married,1,0,3,147.74,0
27,31,2,Fashion,1,Married,5,0,3,195.05,0
12,30,4,Laptop & Accessory,2,Married,11,0,3,182.45,0
0,8,3,Mobile,3,Single,2,0,2,127.83,0
3,17,5,Laptop & Accessory,4,Married,3,1,8,207.68,0
1,16,4,Mobile Phone,5,Married,3,0,1,142.9,1
0,15,3,Mobile,5,Single,3,1,0,131.72,1
1,9,4,Mobile Phone,1,Single,4,0,3,150.8,0
0,6,3,Laptop & Accessory,4,Married,2,0,4,163.97,0
17,26,3,Mobile,4,Single,2,0,3,134.2,0
27,7,3,Grocery,1,Single,7,0,7,273.28,0
3,30,4,Mobile Phone,5,Single,2,0,4,164.04,1
9,8,3,Laptop & Accessory,4,Married,5,1,0,169.62,0
13,10,5,Laptop & Accessory,3,Married,2,0,8,155.69,0
0,9,3,Mobile Phone,5,Divorced,6,0,2,140.31,1
8,10,6,Laptop & Accessory,1,Single,7,0,3,185.29,0
8,17,5,Laptop & Accessory,3,Married,3,0,8,175.63,0
9,23,4,Fashion,3,Divorced,6,1,1,201.32,0
1,15,6,Mobile Phone,5,Married,3,1,8,146.19,1
0,31,3,Mobile,3,Married,2,0,7,129.42,0
10,7,4,Laptop & Accessory,3,Single,8,0,1,193.15,0
1,14,4,Mobile Phone,2,Married,2,0,4,149.36,0
,11,1,Mobile,3,Divorced,3,1,3,121.27,0
0,6,4,Fashion,3,Married,6,0,46,206.09,1
2,9,3,Laptop & Accessory,3,Married,5,1,0,152.38,1
1,20,4,Mobile Phone,4,Divorced,3,0,1,145.33,0
4,,4,Mobile,3,Divorced,4,0,2,123.29,0
0,14,1,Laptop & Accessory,4,Married,1,0,2,148.51,0
0,35,3,Laptop & Accessory,3,Married,6,0,0,143.06,0
1,20,4,Laptop & Accessory,3,Single,5,1,,223.54,1
7,11,5,Mobile Phone,4,Married,10,0,3,163.38,0
1,13,3,Laptop & Accessory,5,Single,1,0,3,148.98,0
1,7,4,Mobile Phone,4,Single,3,1,3,148.02,1
18,30,4,Laptop & Accessory,4,Married,6,0,3,145.42,0
0,32,3,Mobile,1,Married,2,0,2,129.04,0
,8,3,Mobile,5,Married,7,1,2,120.42,1
12,16,4,Mobile Phone,1,Married,4,0,4,172.71,0
1,22,4,Fashion,3,Divorced,9,1,8,261.1,1
10,15,4,Laptop & Accessory,2,Married,6,0,8,175.79,0
7,6,1,Mobile,2,Single,3,0,3,132.8,0
25,15,5,Fashion,4,Divorced,7,0,8,249.9,0
6,10,4,Mobile Phone,4,Divorced,9,0,2,138.38,0
9,18,3,Laptop & Accessory,3,Married,10,1,1,146.63,0
28,20,1,Others,4,Single,9,0,15,287.22,0
26,6,3,Laptop & Accessory,5,Single,8,0,10,183.81,0
21,16,4,Mobile Phone,3,Single,6,0,1,146.05,0
8,12,5,Laptop & Accessory,1,Married,3,0,14,164.86,0
0,6,3,Mobile,2,Single,2,1,8,126.86,1
19,18,4,Grocery,2,Divorced,5,0,2,301.5,0
12,17,4,Mobile Phone,3,Married,2,0,3,151.84,0
2,10,4,Fashion,4,Married,2,0,8,201.55,0
,11,4,Mobile,5,Married,7,0,0,121.07,1
1,9,5,Mobile Phone,2,Single,3,0,1,136.02,1
14,23,5,Laptop & Accessory,3,Single,8,0,1,175.94,0
10,17,4,Fashion,3,Married,5,0,8,195.94,0
0,,4,Mobile,5,Single,7,1,0,124.04,1
25,9,6,Laptop & Accessory,4,Married,7,0,3,179.82,0
1,18,4,Laptop & Accessory,5,Married,3,1,4,172.41,0
,9,3,Mobile Phone,1,Single,2,1,0,115.69,1
19,8,4,Fashion,4,Married,3,0,8,199.41,0
1,7,5,Mobile Phone,5,Divorced,3,1,1,148.19,1
12,14,5,Laptop & Accessory,2,Single,2,0,6,165.28,0
9,25,4,Laptop & Accessory,5,Married,2,0,5,180.61,0
8,24,3,Laptop & Accessory,3,Divorced,2,0,0,146.01,0
1,9,2,Laptop & Accessory,3,Single,2,0,8,190,0
29,15,3,Mobile,3,Divorced,3,0,3,129.42,0
,28,3,Mobile,3,Divorced,5,1,1,121.32,1
4,31,2,Grocery,4,Single,6,1,1,256.94,1
0,14,3,Laptop & Accessory,3,Married,1,1,4,149.07,0
26,10,5,Fashion,3,Married,4,1,5,204.69,0
17,13,5,Others,3,Married,9,0,15,318.92,0
22,11,5,Fashion,3,Single,9,0,9,234.99,0
25,9,4,Fashion,3,Divorced,3,1,4,179.69,0
2,26,5,Mobile Phone,5,Married,3,0,4,156.96,0
7,16,3,Mobile,3,Single,2,1,2,129.36,1
11,12,4,Laptop & Accessory,3,Married,3,0,7,153.21,0
5,12,4,Mobile Phone,2,Divorced,2,1,4,173.21,0
0,32,3,Laptop & Accessory,1,Single,2,0,4,161.8,0
20,10,4,Grocery,4,Married,10,0,2,291.06,0
17,28,4,Mobile Phone,2,Divorced,9,0,3,147.58,0
0,19,4,Laptop & Accessory,5,Married,6,1,2,161.34,1
22,9,2,Laptop & Accessory,4,Married,5,0,3,206.2,0
5,8,3,Mobile,5,Married,2,0,0,128.27,0
,6,3,Mobile,2,Single,2,0,7,121.15,0
7,14,4,Laptop & Accessory,5,Married,2,0,4,168.73,0
9,17,4,Laptop & Accessory,1,Married,5,0,0,166.52,0
1,35,4,Laptop & Accessory,4,Divorced,3,0,5,187.72,0
11,17,5,Laptop & Accessory,1,Married,4,1,1,191.94,0
0,,4,Mobile,5,Single,7,0,7,123.62,1
5,7,4,Mobile Phone,4,Single,3,0,1,150.01,0
8,24,3,Laptop & Accessory,3,Married,2,1,2,156.89,0
10,13,3,Laptop & Accessory,5,Married,6,1,4,142.84,0
2,34,6,Laptop & Accessory,5,Married,2,0,1,173.77,0
0,,4,Mobile,5,Single,2,1,0,126,1
1,14,3,Mobile,2,Single,2,0,2,133.1,0
17,6,3,Laptop & Accessory,1,Married,5,1,2,157.43,0
10,17,4,Fashion,5,Married,9,1,8,208.21,0
18,14,3,Laptop & Accessory,2,Divorced,10,0,8,136.97,0
18,11,2,Others,5,Married,3,0,14,316.9,0
2,25,3,Laptop & Accessory,2,Married,5,0,2,142.62,0
0,14,4,Mobile Phone,3,Single,2,1,2,139.89,1
5,31,4,Laptop & Accessory,1,Single,4,0,5,177.38,0
13,11,5,Laptop & Accessory,3,Married,6,0,10,184.02,0
7,6,3,Laptop & Accessory,4,Married,2,0,3,143.25,0
1,8,5,Mobile Phone,3,Married,3,1,1,154.33,0
29,25,4,Laptop & Accessory,4,Married,5,1,8,188.85,0
5,30,3,Laptop & Accessory,2,Divorced,2,0,7,153.09,0
27,9,2,Grocery,4,Single,6,0,9,290.98,0
0,28,3,Laptop & Accessory,3,Divorced,2,1,7,161.79,1
1,11,6,Fashion,1,Married,3,0,,229,1
,34,3,Mobile,1,Married,5,0,3,121.32,0
1,16,4,Mobile Phone,3,Divorced,3,0,3,152.42,1
1,11,4,Mobile Phone,2,Divorced,3,1,7,161.91,1
23,12,4,Laptop & Accessory,3,Divorced,4,0,3,191.51,0
2,7,4,Mobile Phone,5,Single,4,0,3,145.8,0
10,11,4,Laptop & Accessory,4,Married,9,0,3,176.31,0
20,14,4,Fashion,3,Married,8,0,8,233.45,0
3,24,5,Fashion,5,Single,3,0,10,204.88,0
22,8,4,Laptop & Accessory,4,Married,3,0,8,153.9,0
23,15,5,Grocery,4,Married,8,0,4,256.2,0
22,7,5,Grocery,5,Married,9,0,3,279.02,0
0,6,1,Fashion,4,Single,2,0,7,174.46,1
0,15,1,Mobile Phone,3,Married,2,0,4,144.01,0
29,25,4,Grocery,4,Single,5,0,9,293.35,0
31,16,5,Mobile Phone,4,Married,6,1,1,158.46,0
10,35,3,Fashion,4,Divorced,2,1,,218.49,1
8,17,4,Mobile Phone,4,Married,3,0,1,145.08,0
7,8,4,Mobile,3,Married,4,0,7,127.68,0
11,11,4,Mobile Phone,3,Married,9,1,4,154.96,0
1,29,4,Mobile Phone,3,Single,3,0,3,159.47,0
9,,4,Mobile,5,Divorced,1,0,3,123.42,0
1,36,5,Mobile Phone,4,Single,2,0,5,159.79,1
0,32,4,Laptop & Accessory,5,Single,6,0,1,166.96,1
28,33,2,Grocery,1,Single,4,1,5,298.28,0
2,28,4,Mobile Phone,2,Divorced,3,0,3,152.13,0
0,10,4,Laptop & Accessory,2,Single,2,1,4,158.28,1
9,32,4,Fashion,3,Married,3,1,,228.88,0
10,25,3,Mobile,4,Married,5,0,0,130.22,0
0,10,3,Mobile,1,Single,2,1,2,128.75,0
,16,4,Mobile Phone,4,Single,2,1,0,118.59,1
11,8,4,Laptop & Accessory,2,Divorced,4,0,5,152.49,0
18,9,2,Fashion,1,Married,3,1,8,203.79,0
9,22,4,Laptop & Accessory,5,Divorced,5,0,2,156.47,0
5,8,2,Laptop & Accessory,2,Single,8,0,7,150.55,0
0,34,4,Laptop & Accessory,3,Married,3,0,2,186.39,0
8,6,3,Laptop & Accessory,3,Married,10,0,9,147.17,0
12,17,4,Laptop & Accessory,1,Single,3,1,4,181.66,0
8,10,6,Laptop & Accessory,5,Single,5,0,13,172.59,0
23,9,4,Others,1,Married,5,0,4,316.61,0
1,26,4,Mobile Phone,2,Divorced,3,0,3,148.23,0
4,9,4,Mobile Phone,2,Single,2,0,8,150.64,0
14,7,4,Laptop & Accessory,3,Single,5,1,1,172.28,1
22,11,3,Laptop & Accessory,3,Married,3,0,2,166.51,0
1,16,5,Mobile Phone,5,Married,5,0,3,169,1
0,12,4,Mobile,1,Single,2,1,0,129.26,1
3,34,3,Laptop & Accessory,2,Divorced,2,0,9,157.75,0
20,14,4,Laptop & Accessory,3,Married,4,0,1,177.58,0
2,7,4,Mobile Phone,3,Single,2,1,3,146.54,0
1,16,4,Mobile Phone,2,Single,3,1,3,148.23,1
,19,3,Mobile,3,Married,2,0,6,120.96,0
4,8,3,Laptop & Accessory,1,Single,5,1,5,165.82,0
10,6,4,Laptop & Accessory,2,Divorced,2,0,11,164.74,0
15,30,4,Fashion,3,Single,5,1,3,195.82,0
24,7,4,Others,1,Married,5,0,7,320.17,0
0,,3,Mobile,1,Single,2,1,2,123.23,1
17,32,5,Fashion,2,Married,7,0,1,259,0
0,13,3,Mobile,3,Married,4,1,7,133.39,1
2,7,1,Laptop & Accessory,3,Single,9,1,2,162.94,0
12,32,5,Fashion,4,Divorced,5,0,2,245.61,0
9,8,5,Mobile Phone,5,Single,3,0,3,149.5,0
1,6,3,Mobile,1,Married,2,0,2,127.06,0
14,31,4,Laptop & Accessory,1,Married,3,0,8,158.19,0
3,31,4,Fashion,4,Single,3,1,0,190.94,1
12,27,5,Laptop & Accessory,3,Married,7,0,2,157.36,0
12,27,5,Laptop & Accessory,3,Married,7,0,2,157.36,0
1,13,2,Mobile Phone,1,Married,2,0,8,150.44,0
8,11,4,Fashion,1,Married,4,1,,222.13,0
0,35,5,Laptop & Accessory,5,Single,9,0,2,149.69,1
8,20,4,Fashion,3,Married,3,0,,211.28,0
15,19,1,Laptop & Accessory,5,Married,6,0,0,155.38,0
,10,4,Mobile,5,Married,2,0,0,121.09,0
11,16,5,Fashion,3,Married,4,0,11,232.06,0
7,32,5,Laptop & Accessory,4,Single,3,0,3,168.2,0
8,16,4,Fashion,1,Married,2,0,,210,0
3,7,4,Fashion,1,Married,3,0,2,204.18,0
,27,3,Mobile,1,Married,8,0,2,122.58,0
12,19,4,Grocery,4,Married,7,1,2,271.23,0
20,8,4,Mobile Phone,5,Single,8,0,8,159.23,0
1,15,6,Mobile Phone,5,Divorced,3,1,8,146.19,1
7,10,4,Mobile Phone,3,Married,3,1,1,154.09,0
14,14,5,Fashion,2,Single,3,0,3,206.5,1
11,21,4,Fashion,2,Married,1,1,,215.1,0
1,24,4,Mobile Phone,4,Divorced,2,1,2,155.58,0
0,16,1,Mobile,3,Single,2,0,2,135.05,0
11,20,4,Laptop & Accessory,1,Married,3,0,8,167.85,0
17,18,4,Fashion,3,Married,3,0,10,200.1,0
1,18,5,Mobile Phone,5,Single,3,1,1,151,1
1,13,5,Mobile Phone,1,Single,3,1,1,154.26,1
27,26,3,Laptop & Accessory,3,Single,4,0,3,148.69,0
9,18,4,Laptop & Accessory,2,Married,3,0,3,174.68,0
,32,4,Mobile,3,Married,2,0,0,120.29,0
14,15,3,Others,3,Married,3,0,11,294.19,0
2,9,4,Laptop & Accessory,4,Married,6,0,5,173.55,1
22,13,4,Fashion,3,Single,9,0,,209.65,0
11,13,4,Laptop & Accessory,1,Single,1,0,5,140.28,0
16,6,3,Laptop & Accessory,2,Divorced,5,0,2,155.62,0
6,11,3,Laptop & Accessory,1,Married,7,0,2,199.98,0
2,29,1,Mobile,3,Divorced,2,0,7,127,0
14,9,4,Mobile Phone,5,Married,6,0,3,158.77,0
12,12,4,Fashion,5,Married,5,0,7,199.91,0
50,6,1,Laptop & Accessory,3,Divorced,1,0,8,149,0
12,9,1,Laptop & Accessory,4,Married,10,0,6,163.89,0
11,15,3,Mobile Phone,1,Married,3,0,3,147.71,0
0,12,5,Laptop & Accessory,3,Married,5,1,7,161.72,1
1,8,5,Mobile Phone,5,Single,8,0,8,148.62,1
19,7,3,Others,2,Divorced,2,0,8,317.02,0
18,8,3,Others,5,Married,6,1,4,298.59,1
8,22,4,Fashion,4,Single,2,0,3,186.06,0
3,,3,Mobile,3,Single,2,0,4,126.32,0
0,15,3,Mobile Phone,5,Single,8,0,4,142,1
0,22,1,Laptop & Accessory,3,Married,4,0,7,152.94,0
2,12,3,Mobile,1,Married,2,0,8,131.31,0
20,9,4,Grocery,5,Married,10,0,10,295.48,0
27,14,3,Grocery,3,Divorced,5,0,4,273.14,0
,24,3,Mobile,1,Single,2,0,7,121.53,0
15,11,4,Mobile Phone,3,Married,11,1,8,149.61,1
14,8,3,Grocery,4,Single,2,0,4,260.15,0
8,9,5,Laptop & Accessory,5,Divorced,8,0,10,184.57,0
1,10,2,Mobile Phone,2,Divorced,3,0,8,169.2,0
30,8,3,Grocery,4,Married,5,0,14,262.91,0
30,15,4,Others,4,Single,8,0,8,322.17,0
0,,3,Mobile,1,Married,2,1,0,125.15,1
1,7,5,Laptop & Accessory,5,Single,3,0,8,167.94,0
14,23,4,Fashion,1,Single,8,1,4,204.45,0
5,13,3,Laptop & Accessory,1,Married,5,0,3,192.04,0
9,30,3,Laptop & Accessory,4,Divorced,8,0,8,156.74,0
8,12,5,Laptop & Accessory,1,Married,3,0,14,164.86,0
9,15,4,Fashion,1,Single,2,0,7,196.19,1
1,29,6,Mobile Phone,3,Married,3,0,1,140.55,1
18,31,6,Mobile Phone,3,Single,4,0,5,162.08,0
30,13,3,Grocery,5,Divorced,11,0,8,257.12,0
9,9,4,Laptop & Accessory,1,Married,4,0,8,182.62,0
15,16,3,Grocery,5,Married,1,0,9,267.99,0
19,9,4,Laptop & Accessory,2,Single,6,0,4,176.6,1
27,9,3,Laptop & Accessory,5,Divorced,3,0,5,159.4,0
4,17,3,Laptop & Accessory,5,Divorced,2,1,1,168.33,0
,8,3,Mobile,5,Divorced,7,1,2,120.42,1
13,8,4,Laptop & Accessory,1,Married,3,1,9,189.72,0
4,11,3,Laptop & Accessory,1,Married,2,0,2,154.76,0
22,31,3,Mobile,5,Married,2,0,4,132.11,0
9,16,3,Fashion,4,Married,6,0,7,173.14,1
22,17,5,Others,4,Married,6,0,10,321.65,0
9,14,5,Mobile Phone,1,Married,3,0,2,151.9,0
12,6,3,Others,3,Married,2,1,6,291.97,0
19,8,3,Others,1,Married,8,1,2,293.28,0
19,12,6,Laptop & Accessory,5,Single,3,1,5,182.69,0
14,15,5,Fashion,4,Married,4,0,9,262.57,0
7,8,4,Mobile,3,Married,4,0,7,127.68,0
23,6,3,Grocery,1,Married,10,0,3,273.99,0
3,35,4,Mobile Phone,1,Married,6,0,8,150.14,0
8,14,4,Fashion,4,Single,2,0,12,244.94,0
6,10,3,Laptop & Accessory,4,Married,6,0,7,130.55,0
4,12,4,Mobile Phone,5,Married,7,0,31,157.04,0
0,7,3,Mobile Phone,1,Married,10,1,2,147.87,1
11,15,4,Mobile,4,Married,1,0,2,128.99,0
0,6,3,Mobile,3,Divorced,4,0,2,129.09,1
10,18,5,Laptop & Accessory,4,Single,3,0,4,189.99,0
12,10,4,Mobile Phone,3,Divorced,5,0,3,153.21,0
28,8,4,Fashion,3,Married,9,0,,230.02,0
17,16,4,Laptop & Accessory,3,Married,5,1,8,181.79,0
1,35,5,Laptop & Accessory,4,Married,2,0,7,165.49,0
23,28,5,Grocery,1,Single,2,1,9,244.11,0
12,5,4,Others,2,Divorced,2,0,3,292.72,0
11,7,4,Fashion,2,Married,4,1,3,261.03,0
,26,3,Mobile,3,Married,5,0,0,122.59,0
13,7,2,Fashion,1,Married,2,0,,221.13,0
13,14,3,Laptop & Accessory,1,Married,4,1,2,140.69,0
1,14,3,Mobile,1,Single,2,0,2,133.1,0
2,14,5,Laptop & Accessory,5,Married,4,0,7,197.15,0
3,12,4,Laptop & Accessory,2,Divorced,1,0,7,146.27,0
16,20,3,Grocery,5,Married,7,0,0,271.59,0
8,9,2,Mobile Phone,1,Married,2,1,3,154.32,0
3,9,4,Mobile Phone,4,Divorced,2,0,3,156.8,0
3,,3,Mobile,4,Divorced,2,0,0,124.76,0
15,29,4,Laptop & Accessory,2,Married,5,1,4,179.67,0
,28,3,Mobile Phone,3,Single,2,1,0,116.75,1
5,13,1,Mobile,4,Married,2,0,3,127.94,0
7,11,4,Laptop & Accessory,4,Married,7,0,8,155.55,0
0,6,4,Laptop & Accessory,5,Single,2,0,7,142.94,0
5,12,4,Mobile Phone,1,Married,2,1,4,173.21,0
1,12,3,Laptop & Accessory,5,Married,3,0,6,165,0
8,17,3,Mobile,3,Married,8,1,2,126.6,0
17,21,4,Grocery,5,Divorced,8,0,1,296.59,0
0,14,3,Laptop & Accessory,4,Married,2,0,7,162.14,0
12,26,3,Laptop & Accessory,1,Married,3,0,2,141.27,0
15,11,6,Laptop & Accessory,4,Married,8,0,3,189.3,0
2,12,4,Mobile,4,Married,2,0,0,128.04,0
7,17,2,Fashion,3,Married,2,1,9,208.8,0
7,32,5,Laptop & Accessory,4,Single,3,0,3,168.2,0
